"id","description","last_updated"
"2710429","Iced Coffee, brewed, decaffeinated","2024-10-31"
"2710430","Iced Coffee, pre-lightened and pre-sweetened","2024-10-31"
"2710431","Coffee, Iced Latte","2024-10-31"
"2710432","Coffee, Iced Latte, nonfat","2024-10-31"
"2710433","Coffee, Iced Latte, with non-dairy milk","2024-10-31"
"2710434","Coffee, Iced Latte, flavored","2024-10-31"
"2710435","Coffee, Iced Latte, nonfat, flavored","2024-10-31"
"2710436","Coffee, Iced Latte, with non-dairy milk, flavored","2024-10-31"
"2710437","Coffee, Iced Latte, decaffeinated","2024-10-31"
"2710438","Coffee, Iced Latte, decaffeinated, nonfat","2024-10-31"
"2710439","Coffee, Iced Latte, decaffeinated, with non-dairy milk","2024-10-31"
"2710440","Coffee, Iced Latte, decaffeinated, flavored","2024-10-31"
"2710441","Coffee, Iced Latte, decaffeinated, nonfat, flavored","2024-10-31"
"2710442","Coffee, Iced Latte, decaffeinated, with non-dairy milk, flavored","2024-10-31"
"2710443","Coffee, Iced Cafe Mocha","2024-10-31"
"2710444","Coffee, Iced Cafe Mocha, nonfat","2024-10-31"
"2710445","Coffee, Iced Cafe Mocha, with non-dairy milk","2024-10-31"
"2710446","Coffee, Iced Cafe Mocha, decaffeinated","2024-10-31"
"2710447","Coffee, Iced Cafe Mocha, decaffeinated, nonfat","2024-10-31"
"2710448","Coffee, Iced Cafe Mocha, decaffeinated, with non-dairy milk","2024-10-31"
"2710449","Coffee, instant, reconstituted","2024-10-31"
"2710450","Coffee, instant, 50% less caffeine, reconstituted","2024-10-31"
"2710451","Coffee, NS as to brewed or instant, decaffeinated","2024-10-31"
"2710452","Coffee, brewed, decaffeinated","2024-10-31"
"2710453","Coffee, instant, decaffeinated, reconstituted","2024-10-31"
"2710454","Coffee, instant, pre-lightened and pre-sweetened with sugar, reconstituted","2024-10-31"
"2710455","Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, reconsitituted","2024-10-31"
"2710456","Coffee, instant, pre-sweetened with sugar, reconstituted","2024-10-31"
"2710457","Coffee, mocha, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted","2024-10-31"
"2710458","Coffee, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted","2024-10-31"
"2710459","Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted","2024-10-31"
"2710460","Coffee, pre-lightened and pre-sweetened with sugar","2024-10-31"
"2710461","Coffee, decaffeinated, pre-lightened and pre-sweetened with sugar","2024-10-31"
"2710462","Coffee, pre-lightened and pre-sweetened with low calorie sweetener","2024-10-31"
"2710463","Coffee, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener","2024-10-31"
"2710464","Coffee, pre-lightened","2024-10-31"
"2710465","Coffee, decaffeinated, pre-lightened","2024-10-31"
"2710466","Coffee, pre-sweetened with sugar","2024-10-31"
"2710467","Coffee, decaffeinated, pre-sweetened with sugar","2024-10-31"
"2710468","Coffee, pre-sweetened with low calorie sweetener","2024-10-31"
"2710469","Coffee, decaffeinated, pre-sweetened with low calorie sweetener","2024-10-31"
"2710470","Coffee and chicory, brewed","2024-10-31"
"2710471","Coffee and chicory, brewed, decaffeinated","2024-10-31"
"2710472","Coffee, Cappuccino","2024-10-31"
"2710473","Coffee, Cappuccino, nonfat","2024-10-31"
"2710474","Coffee, Cappuccino, with non-dairy milk","2024-10-31"
"2710475","Coffee, Cappuccino, decaffeinated","2024-10-31"
"2710476","Coffee, Cappuccino, decaffeinated, nonfat","2024-10-31"
"2710477","Coffee, Cappuccino, decaffeinated, with non-dairy milk","2024-10-31"
"2710478","Coffee, bottled/canned","2024-10-31"
"2710479","Coffee, bottled/canned, light","2024-10-31"
"2710480","Coffee, instant, not reconstituted","2024-10-31"
"2710481","Coffee, instant, decaffeinated, not reconstituted","2024-10-31"
"2710482","Coffee, instant, pre-sweetened with sugar, not reconstituted","2024-10-31"
"2710483","Coffee, instant, pre-lightened and pre-sweetened with sugar, not reconstituted","2024-10-31"
"2710484","Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, not reconstituted","2024-10-31"
"2710485","Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, not reconstituted","2024-10-31"
"2710486","Coffee substitute","2024-10-31"
"2710487","Chicory beverage","2024-10-31"
"2710488","Tea, hot, leaf, black","2024-10-31"
"2710489","Tea, hot, leaf, black, decaffeinated","2024-10-31"
"2710490","Tea, hot, leaf, green","2024-10-31"
"2710491","Tea, hot, leaf, green, decaffeinated","2024-10-31"
"2710492","Tea, hot, leaf, oolong","2024-10-31"
"2710493","Tea, iced, instant, black, unsweetened","2024-10-31"
"2710494","Tea, iced, instant, black, pre-sweetened with sugar","2024-10-31"
"2710495","Tea, iced, instant, black, decaffeinated, pre-sweetened with sugar","2024-10-31"
"2710496","Tea, iced, instant, black, pre-sweetened with low calorie sweetener","2024-10-31"
"2710497","Tea, iced, instant, black, decaffeinated, pre-sweetened with low calorie sweetener","2024-10-31"
"2710498","Tea, iced, instant, black, decaffeinated, unsweetened","2024-10-31"
"2710499","Tea, iced, instant, green, unsweetened","2024-10-31"
"2710500","Tea, iced, instant, green, pre-sweetened with sugar","2024-10-31"
"2710501","Tea, iced, instant, green, pre-sweetened with low calorie sweetener","2024-10-31"
"2710502","Tea, hot, herbal","2024-10-31"
"2710503","Tea, hot, hibiscus","2024-10-31"
"2710504","Corn beverage","2024-10-31"
"2710505","Tea, hot, chamomile","2024-10-31"
"2710506","Tea, hot, with milk","2024-10-31"
"2710507","Tea, ginger","2024-10-31"
"2710508","Tea, bubble","2024-10-31"
"2710509","Tea, kombucha","2024-10-31"
"2710510","Tea, iced, instant, black, unsweetened, dry","2024-10-31"
"2710511","Tea, iced, instant, black, pre-sweetened, dry","2024-10-31"
"2710512","Iced Tea / Lemonade juice drink","2024-10-31"
"2710513","Iced Tea / Lemonade juice drink, light","2024-10-31"
"2710514","Iced Tea / Lemonade juice drink, diet","2024-10-31"
"2710515","Tea, iced, brewed, black, pre-sweetened with sugar","2024-10-31"
"2710516","Tea, iced, brewed, black, pre-sweetened with low calorie sweetener","2024-10-31"
"2710517","Tea, iced, brewed, black, unsweetened","2024-10-31"
"2710518","Tea, iced, brewed, black, decaffeinated, pre-sweetened with sugar","2024-10-31"
"2710519","Tea, iced, brewed, black, decaffeinated, pre-sweetened with low calorie sweetener","2024-10-31"
"2710520","Tea, iced, brewed, black, decaffeinated, unsweetened","2024-10-31"
"2710521","Tea, iced, brewed, green, pre-sweetened with sugar","2024-10-31"
"2710522","Tea, iced, brewed, green, pre-sweetened with low calorie sweetener","2024-10-31"
"2710523","Tea, iced, brewed, green, unsweetened","2024-10-31"
"2710524","Tea, iced, brewed, green, decaffeinated, pre-sweetened with sugar","2024-10-31"
"2710525","Tea, iced, brewed, green, decaffeinated, pre-sweetened with low calorie sweetener","2024-10-31"
"2710526","Tea, iced, brewed, green, decaffeinated, unsweetened","2024-10-31"
"2710527","Tea, iced, bottled, black","2024-10-31"
"2710528","Tea, iced, bottled, black, decaffeinated","2024-10-31"
"2710529","Tea, iced, bottled, black, diet","2024-10-31"
"2710530","Tea, iced, bottled, black, decaffeinated, diet","2024-10-31"
"2710531","Tea, iced, bottled, black, unsweetened","2024-10-31"
"2710532","Tea, iced, bottled, black, decaffeinated, unsweetened","2024-10-31"
"2710533","Tea, iced, bottled, green","2024-10-31"
"2710534","Tea, iced, bottled, green, diet","2024-10-31"
"2710535","Tea, iced, bottled, green, unsweetened","2024-10-31"
"2710536","Soft drink, NFS","2024-10-31"
"2710537","Soft drink, NFS, diet","2024-10-31"
"2710538","Water, tonic","2024-10-31"
"2710539","Water, carbonated, plain","2024-10-31"
"2710540","Water, carbonated, flavored","2024-10-31"
"2710541","Soft drink, cola","2024-10-31"
"2710542","Soft drink, cola, diet","2024-10-31"
"2710543","Soft drink, cola, decaffeinated","2024-10-31"
"2710544","Soft drink, cola, decaffeinated, diet","2024-10-31"
"2710545","Soft drink, pepper type","2024-10-31"
"2710546","Soft drink, pepper type, diet","2024-10-31"
"2710547","Soft drink, pepper type, decaffeinated","2024-10-31"
"2710548","Soft drink, pepper type, decaffeinated, diet","2024-10-31"
"2710549","Soft drink, cream soda","2024-10-31"
"2710550","Soft drink, cream soda, diet","2024-10-31"
"2710551","Soft drink, fruit flavored, caffeine free","2024-10-31"
"2710552","Soft drink, fruit flavored, diet, caffeine free","2024-10-31"
"2710553","Soft drink, fruit flavored, caffeine containing","2024-10-31"
"2710554","Soft drink, fruit flavored, caffeine containing, diet","2024-10-31"
"2710555","Soft drink, ginger ale","2024-10-31"
"2710556","Soft drink, ginger ale, diet","2024-10-31"
"2710557","Soft drink, root beer","2024-10-31"
"2710558","Soft drink, root beer, diet","2024-10-31"
"2710559","Soft drink, chocolate flavored","2024-10-31"
"2710560","Soft drink, chocolate flavored, diet","2024-10-31"
"2710561","Soft drink, cola, fruit or vanilla flavored","2024-10-31"
"2710562","Soft drink, cola, chocolate flavored","2024-10-31"
"2710563","Soft drink, cola, fruit or vanilla flavored, diet","2024-10-31"
"2710564","Soft drink, cola, chocolate flavored, diet","2024-10-31"
"2710565","Fruit juice drink, citrus, carbonated","2024-10-31"
"2710566","Fruit juice drink, noncitrus, carbonated","2024-10-31"
"2710567","Fruit juice drink","2024-10-31"
"2710568","Tamarind drink","2024-10-31"
"2710569","Fruit punch, made with fruit juice and soda","2024-10-31"
"2710570","Lemonade, fruit juice drink","2024-10-31"
"2710571","Lemonade, fruit flavored drink","2024-10-31"
"2710572","Lemonade, frozen concentrate, not reconstituted","2024-10-31"
"2710573","Fruit flavored drink","2024-10-31"
"2710574","Pina Colada, nonalcoholic","2024-10-31"
"2710575","Margarita mix, nonalcoholic","2024-10-31"
"2710576","Slush frozen drink","2024-10-31"
"2710577","Slush frozen drink, no sugar added","2024-10-31"
"2710578","Fruit flavored drink, with high vitamin C","2024-10-31"
"2710579","Cranberry juice drink, with high vitamin C","2024-10-31"
"2710580","Fruit juice drink, with high vitamin C","2024-10-31"
"2710581","Vegetable and fruit juice drink, with high vitamin C","2024-10-31"
"2710582","Fruit juice drink (Sunny D)","2024-10-31"
"2710583","Fruit flavored drink, powdered, reconstituted","2024-10-31"
"2710584","Fruit flavored drink, with high vitamin C, powdered, reconstituted","2024-10-31"
"2710585","Fruit juice drink, with high vitamin C, light","2024-10-31"
"2710586","Fruit juice drink, light","2024-10-31"
"2710587","Fruit juice drink, diet","2024-10-31"
"2710588","Cranberry juice drink, with high vitamin C, light","2024-10-31"
"2710589","Grape juice drink, light","2024-10-31"
"2710590","Orange juice beverage, 40-50% juice, light","2024-10-31"
"2710591","Apple juice beverage, 40-50% juice, light","2024-10-31"
"2710592","Lemonade, fruit juice drink, light","2024-10-31"
"2710593","Pomegranate juice beverage, 40-50% juice, light","2024-10-31"
"2710594","Vegetable and fruit juice drink, with high vitamin C, diet","2024-10-31"
"2710595","Vegetable and fruit juice drink, with high vitamin C, light","2024-10-31"
"2710596","Fruit flavored drink, with high vitamin C, diet","2024-10-31"
"2710597","Fruit flavored drink, diet","2024-10-31"
"2710598","Fruit flavored drink, with high vitamin C, powdered, reconstituted, diet","2024-10-31"
"2710599","Fruit flavored drink, powdered, reconstituted, diet","2024-10-31"
"2710600","Fruit juice drink (Capri Sun)","2024-10-31"
"2710601","Fruit juice drink, added calcium (Sunny D)","2024-10-31"
"2710602","Horchata, made with water","2024-10-31"
"2710603","Horchata, made with milk","2024-10-31"
"2710604","Frescavena","2024-10-31"
"2710605","Atole de avena","2024-10-31"
"2710606","Sugar cane beverage","2024-10-31"
"2710607","Atole","2024-10-31"
"2710608","Atole de chocolate","2024-10-31"
"2710609","Wine, nonalcoholic","2024-10-31"
"2710610","Beer, nonalcoholic","2024-10-31"
"2710611","Shirley Temple","2024-10-31"
"2710612","Fruit flavored drink, with high vitamin C, powdered, not reconstituted","2024-10-31"
"2710613","Fruit flavored drink, powdered, not reconstituted","2024-10-31"
"2710614","Fruit flavored drink, powdered, not reconstituted, diet","2024-10-31"
"2710615","Sports drink, dry concentrate, not reconstituted","2024-10-31"
"2710616","Beer","2024-10-31"
"2710617","Beer, light","2024-10-31"
"2710618","Beer, higher alcohol","2024-10-31"
"2710619","Alcoholic malt beverage, sweetened","2024-10-31"
"2710620","Alcoholic malt beverage","2024-10-31"
"2710621","Hard cider","2024-10-31"
"2710622","Hard seltzer","2024-10-31"
"2710623","Liqueur","2024-10-31"
"2710624","Liqueur, cream","2024-10-31"
"2710625","Liqueur, coffee flavored","2024-10-31"
"2710626","Cocktail, NFS","2024-10-31"
"2710627","Brandy Alexander","2024-10-31"
"2710628","Bloody Mary","2024-10-31"
"2710629","Cape Cod","2024-10-31"
"2710630","Daiquiri","2024-10-31"
"2710631","Gelatin shot, alcoholic","2024-10-31"
"2710632","Gimlet","2024-10-31"
"2710633","Gin and tonic","2024-10-31"
"2710634","Greyhound","2024-10-31"
"2710635","Jagerbomb","2024-10-31"
"2710636","Kamikaze","2024-10-31"
"2710637","Manhattan","2024-10-31"
"2710638","Margarita","2024-10-31"
"2710639","Martini","2024-10-31"
"2710640","Martini, flavored","2024-10-31"
"2710641","Michelada","2024-10-31"
"2710642","Mimosa","2024-10-31"
"2710643","Mint julep","2024-10-31"
"2710644","Mojito","2024-10-31"
"2710645","Moscow mule","2024-10-31"
"2710646","Old fashioned","2024-10-31"
"2710647","Orange Blossom","2024-10-31"
"2710648","Rob Roy","2024-10-31"
"2710649","Rusty Nail","2024-10-31"
"2710650","Screwdriver","2024-10-31"
"2710651","Seabreeze","2024-10-31"
"2710652","Seven and Seven","2024-10-31"
"2710653","Tom Collins","2024-10-31"
"2710654","Whiskey sour","2024-10-31"
"2710655","Whiskey and soda","2024-10-31"
"2710656","Whiskey and water","2024-10-31"
"2710657","Whiskey and cola","2024-10-31"
"2710658","Whiskey and diet cola","2024-10-31"
"2710659","Whiskey and ginger ale","2024-10-31"
"2710660","Rum and cola","2024-10-31"
"2710661","Rum and diet cola","2024-10-31"
"2710662","Pina Colada","2024-10-31"
"2710663","Brandy and cola","2024-10-31"
"2710664","Vodka and soda","2024-10-31"
"2710665","Vodka and lemonade","2024-10-31"
"2710666","Vodka and cola","2024-10-31"
"2710667","Vodka and diet cola","2024-10-31"
"2710668","Vodka and energy drink","2024-10-31"
"2710669","Vodka and water","2024-10-31"
"2710670","Vodka and tonic","2024-10-31"
"2710671","Sloe gin fizz","2024-10-31"
"2710672","Black Russian","2024-10-31"
"2710673","White Russian","2024-10-31"
"2710674","Fruit punch, alcoholic","2024-10-31"
"2710675","Champagne punch","2024-10-31"
"2710676","Singapore Sling","2024-10-31"
"2710677","Mai Tai","2024-10-31"
"2710678","Tequila Sunrise","2024-10-31"
"2710679","Long Island iced tea","2024-10-31"
"2710680","Fuzzy Navel","2024-10-31"
"2710681","Alcoholic coffee drink","2024-10-31"
"2710682","Frozen daiquiri","2024-10-31"
"2710683","Frozen margarita","2024-10-31"
"2710684","Eggnog, alcoholic","2024-10-31"
"2710685","Gin fizz","2024-10-31"
"2710686","Rum, hot buttered","2024-10-31"
"2710687","Wine, sparkling","2024-10-31"
"2710688","Wine, red","2024-10-31"
"2710689","Wine, white","2024-10-31"
"2710690","Wine, rose","2024-10-31"
"2710691","Wine, rice","2024-10-31"
"2710692","Wine, dessert, sweet","2024-10-31"
"2710693","Wine, light","2024-10-31"
"2710694","Wine cooler","2024-10-31"
"2710695","Sangria, red","2024-10-31"
"2710696","Sangria, white","2024-10-31"
"2710697","Wine spritzer","2024-10-31"
"2710698","Glug","2024-10-31"
"2710699","Brandy","2024-10-31"
"2710700","Whiskey","2024-10-31"
"2710701","Scotch","2024-10-31"
"2710702","Gin","2024-10-31"
"2710703","Rum","2024-10-31"
"2710704","Vodka","2024-10-31"
"2710705","Tequila","2024-10-31"
"2710706","Water, NFS","2024-10-31"
"2710707","Water, tap","2024-10-31"
"2710708","Water, bottled, plain","2024-10-31"
"2710709","Water, non-carbonated, flavored","2024-10-31"
"2710710","Water beverage, fruit flavored","2024-10-31"
"2710711","Water, enhanced, regular","2024-10-31"
"2710712","Water, enhanced, diet","2024-10-31"
"2710713","Water, baby","2024-10-31"
"2710714","Nutritional drink or shake, ready-to-drink (Boost)","2024-10-31"
"2710715","Nutritional drink or shake, ready-to-drink (Boost Plus)","2024-10-31"
"2710716","Nutritional drink or shake, ready-to-drink (Carnation Instant Breakfast)","2024-10-31"
"2710717","Nutritional drink or shake, ready-to-drink (Ensure)","2024-10-31"
"2710718","Nutritional drink or shake, ready-to-drink (Ensure Plus)","2024-10-31"
"2710719","Nutritional drink or shake, ready-to-drink, sugar free (Glucerna)","2024-10-31"
"2710720","Nutritional drink or shake, ready-to-drink (Muscle Milk)","2024-10-31"
"2710721","Nutritional drink or shake, ready-to-drink, light (Muscle Milk)","2024-10-31"
