"fdc_id","data_type","description","food_category_id","publication_date"
"2710570","survey_fndds_food","Lemonade, fruit juice drink","7204","2022-10-28"
"2710571","survey_fndds_food","Lemonade, fruit flavored drink","7204","2022-10-28"
"2710572","survey_fndds_food","Lemonade, frozen concentrate, not reconstituted","7204","2022-10-28"
"2710573","survey_fndds_food","Fruit flavored drink","7204","2022-10-28"
"2710574","survey_fndds_food","Pina Colada, nonalcoholic","7204","2022-10-28"
"2710575","survey_fndds_food","Margarita mix, nonalcoholic","7204","2022-10-28"
"2710576","survey_fndds_food","Slush frozen drink","7204","2022-10-28"
"2710577","survey_fndds_food","Slush frozen drink, no sugar added","7106","2022-10-28"
"2710578","survey_fndds_food","Fruit flavored drink, with high vitamin C","7204","2022-10-28"
"2710579","survey_fndds_food","Cranberry juice drink, with high vitamin C","7204","2022-10-28"
"2710580","survey_fndds_food","Fruit juice drink, with high vitamin C","7204","2022-10-28"
"2710581","survey_fndds_food","Vegetable and fruit juice drink, with high vitamin C","7204","2022-10-28"
"2710582","survey_fndds_food","Fruit juice drink (Sunny D)","7204","2022-10-28"
"2710583","survey_fndds_food","Fruit flavored drink, powdered, reconstituted","7204","2022-10-28"
"2710584","survey_fndds_food","Fruit flavored drink, with high vitamin C, powdered, reconstituted","7204","2022-10-28"
"2710585","survey_fndds_food","Fruit juice drink, with high vitamin C, light","7204","2022-10-28"
"2710586","survey_fndds_food","Fruit juice drink, light","7204","2022-10-28"
"2710587","survey_fndds_food","Fruit juice drink, diet","7204","2022-10-28"
"2710588","survey_fndds_food","Cranberry juice drink, with high vitamin C, light","7204","2022-10-28"
"2710589","survey_fndds_food","Grape juice drink, light","7204","2022-10-28"
"2710590","survey_fndds_food","Orange juice beverage, 40-50% juice, light","7204","2022-10-28"
"2710591","survey_fndds_food","Apple juice beverage, 40-50% juice, light","7204","2022-10-28"
"2710592","survey_fndds_food","Lemonade, fruit juice drink, light","7204","2022-10-28"
"2710593","survey_fndds_food","Pomegranate juice beverage, 40-50% juice, light","7204","2022-10-28"
"2710594","survey_fndds_food","Vegetable and fruit juice drink, with high vitamin C, diet","7106","2022-10-28"
"2710595","survey_fndds_food","Vegetable and fruit juice drink, with high vitamin C, light","7204","2022-10-28"
"2710596","survey_fndds_food","Fruit flavored drink, with high vitamin C, diet","7106","2022-10-28"
"2710597","survey_fndds_food","Fruit flavored drink, diet","7106","2022-10-28"
"2710598","survey_fndds_food","Fruit flavored drink, with high vitamin C, powdered, reconstituted, diet","7106","2022-10-28"
"2710599","survey_fndds_food","Fruit flavored drink, powdered, reconstituted, diet","7106","2022-10-28"
"2710600","survey_fndds_food","Fruit juice drink (Capri Sun)","7204","2022-10-28"
"2710601","survey_fndds_food","Fruit juice drink, added calcium (Sunny D)","7204","2022-10-28"
"2710602","survey_fndds_food","Horchata, made with water","7220","2022-10-28"
"2710603","survey_fndds_food","Horchata, made with milk","7220","2022-10-28"
"2710604","survey_fndds_food","Frescavena","7220","2022-10-28"
"2710605","survey_fndds_food","Atole de avena","7220","2022-10-28"
"2710606","survey_fndds_food","Sugar cane beverage","7204","2022-10-28"
"2710607","survey_fndds_food","Atole","7220","2022-10-28"
"2710608","survey_fndds_food","Atole de chocolate","7220","2022-10-28"
"2710609","survey_fndds_food","Wine, nonalcoholic","7204","2022-10-28"
"2710610","survey_fndds_food","Beer, nonalcoholic","7204","2022-10-28"
"2710611","survey_fndds_food","Shirley Temple","7204","2022-10-28"
"2710612","survey_fndds_food","Fruit flavored drink, with high vitamin C, powdered, not reconstituted","9999","2022-10-28"
"2710613","survey_fndds_food","Fruit flavored drink, powdered, not reconstituted","9999","2022-10-28"
"2710614","survey_fndds_food","Fruit flavored drink, powdered, not reconstituted, diet","9999","2022-10-28"
"2710615","survey_fndds_food","Sports drink, dry concentrate, not reconstituted","9999","2022-10-28"
"2710616","survey_fndds_food","Beer","7502","2022-10-28"
"2710617","survey_fndds_food","Beer, light","7502","2022-10-28"
"2710618","survey_fndds_food","Beer, higher alcohol","7502","2022-10-28"
"2710619","survey_fndds_food","Alcoholic malt beverage, sweetened","7502","2022-10-28"
"2710620","survey_fndds_food","Alcoholic malt beverage","7502","2022-10-28"
"2710621","survey_fndds_food","Hard cider","7502","2022-10-28"
"2710622","survey_fndds_food","Hard seltzer","7502","2022-10-28"
"2710623","survey_fndds_food","Liqueur","7506","2022-10-28"
"2710624","survey_fndds_food","Liqueur, cream","7506","2022-10-28"
"2710625","survey_fndds_food","Liqueur, coffee flavored","7506","2022-10-28"
"2710626","survey_fndds_food","Cocktail, NFS","7506","2022-10-28"
"2710627","survey_fndds_food","Brandy Alexander","7506","2022-10-28"
"2710628","survey_fndds_food","Bloody Mary","7506","2022-10-28"
"2710629","survey_fndds_food","Cape Cod","7506","2022-10-28"
"2710630","survey_fndds_food","Daiquiri","7506","2022-10-28"
"2710631","survey_fndds_food","Gelatin shot, alcoholic","7506","2022-10-28"
"2710632","survey_fndds_food","Gimlet","7506","2022-10-28"
"2710633","survey_fndds_food","Gin and tonic","7506","2022-10-28"
"2710634","survey_fndds_food","Greyhound","7506","2022-10-28"
"2710635","survey_fndds_food","Jagerbomb","7506","2022-10-28"
"2710636","survey_fndds_food","Kamikaze","7506","2022-10-28"
"2710637","survey_fndds_food","Manhattan","7506","2022-10-28"
"2710638","survey_fndds_food","Margarita","7506","2022-10-28"
"2710639","survey_fndds_food","Martini","7506","2022-10-28"
"2710640","survey_fndds_food","Martini, flavored","7506","2022-10-28"
"2710641","survey_fndds_food","Michelada","7502","2022-10-28"
"2710642","survey_fndds_food","Mimosa","7504","2022-10-28"
"2710643","survey_fndds_food","Mint julep","7506","2022-10-28"
"2710644","survey_fndds_food","Mojito","7506","2022-10-28"
"2710645","survey_fndds_food","Moscow mule","7506","2022-10-28"
"2710646","survey_fndds_food","Old fashioned","7506","2022-10-28"
"2710647","survey_fndds_food","Orange Blossom","7506","2022-10-28"
"2710648","survey_fndds_food","Rob Roy","7506","2022-10-28"
"2710649","survey_fndds_food","Rusty Nail","7506","2022-10-28"
"2710650","survey_fndds_food","Screwdriver","7506","2022-10-28"
"2710651","survey_fndds_food","Seabreeze","7506","2022-10-28"
"2710652","survey_fndds_food","Seven and Seven","7506","2022-10-28"
"2710653","survey_fndds_food","Tom Collins","7506","2022-10-28"
"2710654","survey_fndds_food","Whiskey sour","7506","2022-10-28"
"2710655","survey_fndds_food","Whiskey and soda","7506","2022-10-28"
"2710656","survey_fndds_food","Whiskey and water","7506","2022-10-28"
"2710657","survey_fndds_food","Whiskey and cola","7506","2022-10-28"
"2710658","survey_fndds_food","Whiskey and diet cola","7506","2022-10-28"
"2710659","survey_fndds_food","Whiskey and ginger ale","7506","2022-10-28"
"2710660","survey_fndds_food","Rum and cola","7506","2022-10-28"
"2710661","survey_fndds_food","Rum and diet cola","7506","2022-10-28"
"2710662","survey_fndds_food","Pina Colada","7506","2022-10-28"
"2710663","survey_fndds_food","Brandy and cola","7506","2022-10-28"
"2710664","survey_fndds_food","Vodka and soda","7506","2022-10-28"
"2710665","survey_fndds_food","Vodka and lemonade","7506","2022-10-28"
"2710666","survey_fndds_food","Vodka and cola","7506","2022-10-28"
"2710667","survey_fndds_food","Vodka and diet cola","7506","2022-10-28"
"2710668","survey_fndds_food","Vodka and energy drink","7506","2022-10-28"
"2710669","survey_fndds_food","Vodka and water","7506","2022-10-28"
"2710670","survey_fndds_food","Vodka and tonic","7506","2022-10-28"
"2710671","survey_fndds_food","Sloe gin fizz","7506","2022-10-28"
"2710672","survey_fndds_food","Black Russian","7506","2022-10-28"
"2710673","survey_fndds_food","White Russian","7506","2022-10-28"
"2710674","survey_fndds_food","Fruit punch, alcoholic","7506","2022-10-28"
"2710675","survey_fndds_food","Champagne punch","7504","2022-10-28"
"2710676","survey_fndds_food","Singapore Sling","7506","2022-10-28"
"2710677","survey_fndds_food","Mai Tai","7506","2022-10-28"
"2710678","survey_fndds_food","Tequila Sunrise","7506","2022-10-28"
"2710679","survey_fndds_food","Long Island iced tea","7506","2022-10-28"
"2710680","survey_fndds_food","Fuzzy Navel","7506","2022-10-28"
"2710681","survey_fndds_food","Alcoholic coffee drink","7506","2022-10-28"
"2710682","survey_fndds_food","Frozen daiquiri","7506","2022-10-28"
"2710683","survey_fndds_food","Frozen margarita","7506","2022-10-28"
"2710684","survey_fndds_food","Eggnog, alcoholic","7506","2022-10-28"
"2710685","survey_fndds_food","Gin fizz","7506","2022-10-28"
"2710686","survey_fndds_food","Rum, hot buttered","7506","2022-10-28"
"2710687","survey_fndds_food","Wine, sparkling","7504","2022-10-28"
"2710688","survey_fndds_food","Wine, red","7504","2022-10-28"
"2710689","survey_fndds_food","Wine, white","7504","2022-10-28"
"2710690","survey_fndds_food","Wine, rose","7504","2022-10-28"
"2710691","survey_fndds_food","Wine, rice","7504","2022-10-28"
"2710692","survey_fndds_food","Wine, dessert, sweet","7504","2022-10-28"
"2710693","survey_fndds_food","Wine, light","7504","2022-10-28"
"2710694","survey_fndds_food","Wine cooler","7504","2022-10-28"
"2710695","survey_fndds_food","Sangria, red","7504","2022-10-28"
"2710696","survey_fndds_food","Sangria, white","7504","2022-10-28"
"2710697","survey_fndds_food","Wine spritzer","7504","2022-10-28"
"2710698","survey_fndds_food","Glug","7506","2022-10-28"
"2710699","survey_fndds_food","Brandy","7506","2022-10-28"
"2710700","survey_fndds_food","Whiskey","7506","2022-10-28"
"2710701","survey_fndds_food","Scotch","7506","2022-10-28"
"2710702","survey_fndds_food","Gin","7506","2022-10-28"
"2710703","survey_fndds_food","Rum","7506","2022-10-28"
"2710704","survey_fndds_food","Vodka","7506","2022-10-28"
"2710705","survey_fndds_food","Tequila","7506","2022-10-28"
"2710706","survey_fndds_food","Water, NFS","7702","2022-10-28"
"2710707","survey_fndds_food","Water, tap","7702","2022-10-28"
"2710708","survey_fndds_food","Water, bottled, plain","7704","2022-10-28"
"2710709","survey_fndds_food","Water, non-carbonated, flavored","7802","2022-10-28"
"2710710","survey_fndds_food","Water beverage, fruit flavored","7802","2022-10-28"
"2710711","survey_fndds_food","Water, enhanced, regular","7804","2022-10-28"
"2710712","survey_fndds_food","Water, enhanced, diet","7804","2022-10-28"
"2710713","survey_fndds_food","Water, baby","9204","2022-10-28"
"2710714","survey_fndds_food","Nutritional drink or shake, ready-to-drink (Boost)","7208","2022-10-28"
"2710715","survey_fndds_food","Nutritional drink or shake, ready-to-drink (Boost Plus)","7208","2022-10-28"
"2710716","survey_fndds_food","Nutritional drink or shake, ready-to-drink (Carnation Instant Breakfast)","7208","2022-10-28"
"2710717","survey_fndds_food","Nutritional drink or shake, ready-to-drink (Ensure)","7208","2022-10-28"
"2710718","survey_fndds_food","Nutritional drink or shake, ready-to-drink (Ensure Plus)","7208","2022-10-28"
"2710719","survey_fndds_food","Nutritional drink or shake, ready-to-drink, sugar free (Glucerna)","7208","2022-10-28"
"2710720","survey_fndds_food","Nutritional drink or shake, ready-to-drink (Muscle Milk)","7208","2022-10-28"
"2710721","survey_fndds_food","Nutritional drink or shake, ready-to-drink, light (Muscle Milk)","7208","2022-10-28"
"2710722","survey_fndds_food","Nutritional drink or shake, ready-to-drink (Slim Fast)","7208","2022-10-28"
"2710723","survey_fndds_food","Nutritional drink or shake, ready-to-drink, sugar free (Slim Fast)","7208","2022-10-28"
"2710724","survey_fndds_food","Nutritional drink or shake, high protein, ready-to-drink (Slim Fast)","7208","2022-10-28"
"2710725","survey_fndds_food","Nutritional drink or shake, ready-to-drink, NFS","7208","2022-10-28"
"2710726","survey_fndds_food","Nutritional drink or shake, high protein, ready-to-drink, NFS","7208","2022-10-28"
"2710727","survey_fndds_food","Nutritional drink or shake, high protein, light, ready-to-drink, NFS","7208","2022-10-28"
"2710728","survey_fndds_food","Nutritional drink or shake, liquid, soy-based","7208","2022-10-28"
"2710729","survey_fndds_food","Nutritional powder mix (Carnation Instant Breakfast)","9802","2022-10-28"
"2710730","survey_fndds_food","Nutritional powder mix, sugar free (Carnation Instant Breakfast)","9802","2022-10-28"
"2710731","survey_fndds_food","Nutritional powder mix (EAS Whey Protein Powder)","9802","2022-10-28"
"2710732","survey_fndds_food","Nutritional powder mix (EAS Soy Protein Powder)","9802","2022-10-28"
"2710733","survey_fndds_food","Nutritional powder mix, high protein (Herbalife)","9802","2022-10-28"
"2710734","survey_fndds_food","Nutritional powder mix (Isopure)","9802","2022-10-28"
"2710735","survey_fndds_food","Nutritional powder mix (Muscle Milk)","9802","2022-10-28"
"2710736","survey_fndds_food","Nutritional powder mix, light (Muscle Milk)","9802","2022-10-28"
"2710737","survey_fndds_food","Nutritional powder mix (Slim Fast)","9802","2022-10-28"
"2710738","survey_fndds_food","Nutritional powder mix, sugar free (Slim Fast)","9802","2022-10-28"
"2710739","survey_fndds_food","Nutritional powder mix, high protein (Slim Fast)","9802","2022-10-28"
"2710740","survey_fndds_food","Nutritional powder mix, NFS","9802","2022-10-28"
"2710741","survey_fndds_food","Nutritional powder mix, high protein, NFS","9802","2022-10-28"
"2710742","survey_fndds_food","Nutritional powder mix, whey based, NFS","9802","2022-10-28"
"2710743","survey_fndds_food","Nutritional powder mix, protein, soy based, NFS","9802","2022-10-28"
"2710744","survey_fndds_food","Nutritional powder mix, protein, light, NFS","9802","2022-10-28"
"2710745","survey_fndds_food","Nutritional powder mix, protein, NFS","9802","2022-10-28"
"2710746","survey_fndds_food","Energy drink (Full Throttle)","7206","2022-10-28"
"2710747","survey_fndds_food","Energy drink (Monster)","7206","2022-10-28"
"2710748","survey_fndds_food","Energy drink (Mountain Dew AMP)","7206","2022-10-28"
"2710749","survey_fndds_food","Energy drink (No Fear)","7206","2022-10-28"
"2710750","survey_fndds_food","Energy drink (No Fear Motherload)","7206","2022-10-28"
"2710751","survey_fndds_food","Energy drink (NOS)","7206","2022-10-28"
"2710752","survey_fndds_food","Energy drink (Red Bull)","7206","2022-10-28"
"2710753","survey_fndds_food","Energy drink (Rockstar)","7206","2022-10-28"
"2710754","survey_fndds_food","Energy drink (SoBe Energize Energy Juice Drink)","7206","2022-10-28"
"2710755","survey_fndds_food","Energy drink (Vault)","7206","2022-10-28"
"2710756","survey_fndds_food","Energy Drink","7206","2022-10-28"
"2710757","survey_fndds_food","Energy drink, low calorie (Monster)","7104","2022-10-28"
"2710758","survey_fndds_food","Energy drink, sugar free (Monster)","7104","2022-10-28"
"2710759","survey_fndds_food","Energy drink, sugar free (Mountain Dew AMP)","7104","2022-10-28"
"2710760","survey_fndds_food","Energy drink, sugar free (No Fear)","7104","2022-10-28"
"2710761","survey_fndds_food","Energy drink, sugar-free (NOS)","7104","2022-10-28"
"2710762","survey_fndds_food","Energy drink (Ocean Spray Cran-Energy Juice Drink)","7206","2022-10-28"
"2710763","survey_fndds_food","Energy drink, sugar-free (Red Bull)","7104","2022-10-28"
"2710764","survey_fndds_food","Energy drink, sugar free (Rockstar)","7104","2022-10-28"
"2710765","survey_fndds_food","Energy drink, sugar free (Vault)","7104","2022-10-28"
"2710766","survey_fndds_food","Energy drink (XS)","7206","2022-10-28"
"2710767","survey_fndds_food","Energy drink (XS Gold Plus)","7206","2022-10-28"
"2710768","survey_fndds_food","Energy drink, sugar free","7104","2022-10-28"
"2710769","survey_fndds_food","Sports drink (Gatorade G)","7206","2022-10-28"
"2710770","survey_fndds_food","Sports drink (Powerade)","7206","2022-10-28"
"2710771","survey_fndds_food","Sports drink, NFS","7206","2022-10-28"
"2710772","survey_fndds_food","Sports drink, low calorie (Gatorade G2)","7104","2022-10-28"
"2710773","survey_fndds_food","Sports drink, low calorie (Powerade Zero)","7104","2022-10-28"
